Personnel No.,Entry,Action type,Personnel Subarea,Personnel Area,Chngd on,Reason for action,Leaving date,Cost Ctr,Cost Center,Functional Area,Gender Key,Birth date,Job
60003741,2016-08-22,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,T6 End of work contract,2017-08-29,12250,MV Pass/LT F.F.,PR,Male,1982-11-19,
60003753,2016-08-15,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,2017-04-14,1862177,PRODUCTION ADMIN,PR,unknown,,
60003765,2016-08-18,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-08-20,161158,Fin. Ably MK25E MOD7,OP,unknown,,Temporary / Contingent
60003769,2016-08-22,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-06-09,161159,Fin. Ably MK100 MOD9,OP,unknown,,
60003772,2016-08-22,30 Termination,D.-Merc-Inc.,US-MI-Dearborn-Merc-CAS,2017-01-25,T5 End of intership,2017-01-23,205-I677,BU IC1 Sales Ford,,Female,1994-11-04,Intern/Student Program - Non Technical
60003790,2016-08-22,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-05-22,V3 Accepted other employment,2017-05-17,12730,MV Gen Maint,,Male,1994-01-14,Electrician MVN-132
60003792,2017-01-09,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-08-24,V5 Job abandonment,2017-08-22,12030,MV Mixing,,Male,1995-03-20,Mixer Machine Operator MVN-217
60003793,2016-08-24,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,2017-01-03,12030,MV Mixing,PR,Male,1986-03-03,Mixer Machine Operator MVN-209
60003797,2016-08-22,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-06-05,V3 Accepted other employment,2017-06-04,12170,MV Tire Assembly PLT,,Male,1989-03-15,Tire Builder Operator MVN-222
60003802,2016-08-22,30 Termination,"SC, Fort Mill",US-All-Best Drive,2017-04-13,T4 Higher pay same respons.,2017-04-27,999HR,HR Dummy-CoCd515 Emp,,Male,1991-07-25,Retail Accts payable/receivable clerk
60003815,2016-08-25,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-09-05,I2 Disciplinary action,2017-08-21,214-K058,GHPP,,Female,1973-09-13,Production Associate
60003826,2016-08-26,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,2017-06-08,12240,MV Pass/LT Curing,PR,Male,1986-08-20,Press Operator MVN-112
60003836,2016-08-26,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-07-16,161152,Prod. Wash MOR,OP,unknown,,
60003837,2016-08-24,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-01-03,161157,Fin. Ably MK25E MOD6,PR,unknown,,Temporary / Contingent
60003844,2016-08-29,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,2017-04-17,10075,Mold Services Labor,PR,Male,1989-02-06,Repair Worker  MVN-002
60003856,2016-08-22,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,2017-03-31,1862177,PRODUCTION ADMIN,PR,unknown,,Temporary / Contingent
60003860,2016-08-22,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,2017-03-05,1862177,PRODUCTION ADMIN,GA,unknown,,Temporary / Contingent
60003861,2017-01-03,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,2017-04-11,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60003867,2016-09-12,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,2017-04-03,T2 Family issues,2017-03-22,1862177,PRODUCTION ADMIN,,Male,1992-10-01,Machine Operator
60003879,2016-08-30,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-09-02,161158,Fin. Ably MK25E MOD7,OP,unknown,,Temporary / Contingent
60003883,2016-08-23,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-02-23,54-1202,Prodn Line Cost Coll,GA,unknown,,Temporary / Contingent
60003885,2017-01-17,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-02-03,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60003887,2016-08-23,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-06-12,54-1202,Prodn Line Cost Coll,GA,unknown,,Temporary / Contingent
60003892,2017-01-03,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-02-11,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60003894,2016-08-23,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-06-07,54-4362,COM Recv / Frt / Dut,GA,unknown,,Temporary / Contingent
60003898,2016-08-05,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,2017-05-26,2301202030,Ext Mat Prep Labor A,GA,Female,1990-01-01,Temporary / Contingent
60003911,2017-02-13,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,2017-10-04,I2 Disciplinary action,2017-09-24,1862177,PRODUCTION ADMIN,,Male,1983-09-16,Plating Operator
60003914,2016-08-30,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-01-26,161164,MK25e Valves - EUV,PR,unknown,,Temporary / Contingent
60003916,2016-09-01,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-08-28,161159,Fin. Ably MK100 MOD9,OP,unknown,,Temporary / Contingent
60003921,2016-09-06,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-07-24,T5 End of intership,2017-07-21,214-251,Quality &Reliability,,Female,1996-01-02,Intern/Student Program - Technical
60003925,2016-09-07,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,2017-07-25,12250,MV Pass/LT F.F.,PR,Male,1993-08-02,Final Finish Machine Operator MVN-109
60003929,2016-09-06,30 Termination,Chatham,CA-ON-Chatham-C Automotive,2017-08-02,V3 Accepted other employment,2017-03-24,101-2779,P S&A  Model Shop,,Male,1992-05-14,Elec/Electronic Techn.
60003933,2016-09-06,30 Termination,Chatham,CA-ON-Chatham-C Automotive,2017-08-02,VE End of assignment,2017-04-28,101-2785,P S&A Actuators R&D,,Male,1996-06-24,Intern/Student Program - Technical
60003936,2016-09-06,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-03-17,161162,MK25e Valves - SG,OP,unknown,,
60003937,2017-01-20,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-07-18,161159,Fin. Ably MK100 MOD9,,unknown,,
60003938,2016-09-07,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-01-11,161159,Fin. Ably MK100 MOD9,PR,unknown,,Temporary / Contingent
60003940,2016-09-08,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-03-27,V0 Resignation unknown/Other,2017-03-20,214-K063,GHPP Components,,Female,1994-05-12,Production Associate
60003941,2016-09-08,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-07-10,V3 Accepted other employment,2017-06-29,214-K063,GHPP Components,,Male,1990-04-26,Production Associate
60003947,2017-06-26,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,2017-08-31,V5 Job abandonment,2017-08-30,2301203030,BM Machine&Proctect,,Male,1985-06-11,Operator SOM-002
60003950,2016-09-08,32 Termination external,Culpeper,US-VA-Culpeper-CAS Inc.,,V0 Resignation unknown/Other,2017-10-14,163144,MKxxE Machining,GA,unknown,1990-01-01,Temporary / Contingent
60003958,2016-08-30,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-04-18,54-1202,Prodn Line Cost Coll,EN,unknown,,Temporary / Contingent
60003959,2017-04-11,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-04-25,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60003960,2016-08-30,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-05-11,54-1202,Prodn Line Cost Coll,QM,unknown,,Temporary / Contingent
60003963,2017-04-10,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-24,V0 Resignation unknown/Other,2017-05-21,54-4362,COM Recv / Frt / Dut,,Male,1989-07-13,Material Handler I
60003967,2016-09-08,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-05-30,161157,Fin. Ably MK25E MOD6,OP,unknown,,Temporary / Contingent
60003969,2016-09-12,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,2017-09-15,T5 End of intership,2017-09-13,1764463,CES Interior,,Male,1995-05-27,Intern/Student Program - Technical
60003971,2016-09-13,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-03-02,161157,Fin. Ably MK25E MOD6,PR,unknown,,Temporary / Contingent
60003972,2016-09-13,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-09-18,161159,Fin. Ably MK100 MOD9,OP,unknown,,Temporary / Contingent
60003973,2016-09-12,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-09-17,161150,Bracketing,PR,unknown,,Temporary / Contingent
60003974,2016-09-12,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-05-26,161150,Bracketing,OP,unknown,,Temporary / Contingent
60003975,2016-09-15,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,2017-03-13,2301202050,Ext Asse. Labor AIS,PR,Male,1980-01-01,Temporary / Contingent
60003977,2016-10-24,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,I5 Excessive absenteeism,2017-06-20,12530,MV Receiving,,Female,1992-07-20,
60003978,2016-09-12,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,T6 End of work contract,2017-09-10,12650,MV QA Lab,QM,Male,1971-10-27,
60003983,2017-07-31,32 Termination external,Halstead,US-KS-Halstead-CT Legg,,V0 Resignation unknown/Other,2017-09-06,11000,General production,,Male,1992-09-20,Temporary / Contingent
60003997,2016-10-10,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,2017-06-28,T0 Need for childcare,2017-06-23,1862177,PRODUCTION ADMIN,,Male,1989-05-14,Machine Setter
60003998,2016-11-28,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,2017-01-10,1862177,PRODUCTION ADMIN,,unknown,,
60003999,2016-09-12,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,2017-09-11,T5 End of intership,2017-09-08,2264101,ADAS Administration,,Male,1995-07-27,Intern/Student Program - Non Technical
60004007,2016-09-13,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-05-22,161159,Fin. Ably MK100 MOD9,OP,unknown,,
60004011,2016-09-12,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,2017-07-10,1862078,OCCUPANCY,GA,unknown,,Temporary / Contingent
60004015,2016-09-06,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-01-01,54-1202,Prodn Line Cost Coll,OP,unknown,,Temporary / Contingent
60004016,2016-09-19,30 Termination,AH-S.PT-Holding,US-MI-AH-South-CAS,2017-07-24,T5 End of intership,2017-03-10,205-J091,P S&A FQ C T RnD,GA,Male,1996-05-27,Intern/Student Program - Technical
60004017,2016-09-06,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-01-01,54-1202,Prodn Line Cost Coll,GA,unknown,,Temporary / Contingent
60004019,2016-09-06,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-01-09,54-1202,Prodn Line Cost Coll,GA,unknown,,Temporary / Contingent
60004023,2016-09-06,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-01-25,54-1202,Prodn Line Cost Coll,GA,unknown,,Temporary / Contingent
60004025,2016-09-06,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-01-17,54-1202,Prodn Line Cost Coll,GA,unknown,,Temporary / Contingent
60004028,2016-09-06,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-01-01,54-1202,Prodn Line Cost Coll,GA,unknown,,Temporary / Contingent
60004030,2016-09-06,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-09-05,54-1202,Prodn Line Cost Coll,GA,unknown,,Temporary / Contingent
60004031,2016-09-14,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-02-06,161159,Fin. Ably MK100 MOD9,PR,unknown,,Temporary / Contingent
60004034,2016-09-06,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-04-18,54-1202,Prodn Line Cost Coll,GA,unknown,,Temporary / Contingent
60004047,2016-09-14,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,I5 Excessive absenteeism,2017-03-19,12250,MV Pass/LT F.F.,PR,Female,1969-03-13,Rework/Repair Operator Final Finish MVN-
60004050,2016-09-14,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,2017-01-31,12570,MV Shipping and Whse,PR,Male,1956-03-17,Material Handler
60004054,2016-09-19,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,2017-08-21,T5 End of intership,2017-08-18,164351,Quality,,Female,1993-12-20,Intern/Student Program - Technical
60004055,2016-09-12,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-01-25,V3 Accepted other employment,2017-01-18,22070,MV CF Pass Curing,,Male,1967-04-26,Set Up Technician III
60004063,2016-09-15,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-01-23,761175,EAS Production,PR,unknown,,
60004067,2016-09-16,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,2017-04-07,2301203050,EBA2 Crush ring ass.,OS,unknown,1970-01-01,Temporary / Contingent
60004070,2016-09-14,30 Termination,Halstead,US-KS-Halstead-CT Legg,2017-01-06,V3 Accepted other employment,2017-01-06,11000,General production,,Male,1997-06-10,Press Operator HAL-002
60004074,2016-11-14,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-09-27,I2 Disciplinary action,2017-09-26,12270,MV Truck F.F.,,Female,1977-04-10,Inspector II
60004079,2017-02-15,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,VE End of assignment,2017-02-22,12140,MV Pass/LT Bead Assm,,Male,1953-05-20,
60004081,2016-09-16,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-09-16,761175,EAS Production,PR,unknown,,Temporary / Contingent
60004086,2017-01-09,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,I5 Excessive absenteeism,2017-06-25,12250,MV Pass/LT F.F.,,Male,1985-11-08,Rework/Repair Operator Final Finish MVN-
60004087,2017-03-15,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,2017-04-03,12570,MV Shipping and Whse,,Male,1969-12-04,
60004089,2016-09-19,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,2017-04-05,12250,MV Pass/LT F.F.,PR,Male,1963-04-24,Rework/Repair Operator Final Finish MVN-
60004091,2016-09-19,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,2017-07-02,12250,MV Pass/LT F.F.,PR,Male,1994-08-26,Rework/Repair Operator Final Finish MVN-
60004101,2016-09-19,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,2017-06-19,V3 Accepted other employment,2017-06-16,2264333,ADAS Test & Validati,,Male,1989-08-31,Test Engineer
60004110,2016-11-07,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,2017-10-02,V0 Resignation unknown/Other,2017-09-08,1862177,PRODUCTION ADMIN,,Female,1996-04-16,Machine Operator
60004117,2016-09-19,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-09-23,161157,Fin. Ably MK25E MOD6,OP,unknown,,Temporary / Contingent
60004121,2016-09-21,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V3 Accepted other employment,2017-02-12,12250,MV Pass/LT F.F.,PR,Male,1985-12-07,Rework/Repair Operator Final Finish MVN-
60004125,2016-09-19,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,2017-06-30,V9 Job dissatisfaction,2017-06-29,1862177,PRODUCTION ADMIN,,Male,1969-04-21,Machinist Technician II
60004127,2016-09-19,32 Termination external,Culpeper,US-VA-Culpeper-CAS Inc.,,V0 Resignation unknown/Other,2017-03-26,163144,MKxxE Machining,PR,Male,1980-01-01,Temporary / Contingent
60004134,2016-09-21,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-05-04,V0 Resignation unknown/Other,2017-04-28,214-K061,XL3 Fuel Rail,,Male,1996-11-24,Production Associate
60004138,2016-09-21,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-05-17,V3 Accepted other employment,2017-05-12,214-K045,SCR,,Female,1989-01-08,Production Associate
60004140,2016-09-14,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-01-01,54-1202,Prodn Line Cost Coll,GA,unknown,,Temporary / Contingent
60004143,2017-06-06,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-06-16,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60004147,2017-07-11,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-08-15,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60004149,2016-12-13,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-01-18,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60004150,2016-12-13,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-01-02,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60004153,2016-09-14,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-01-30,54-1202,Prodn Line Cost Coll,GA,unknown,,Temporary / Contingent
60004156,2017-06-13,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-09-01,161157,Fin. Ably MK25E MOD6,,unknown,,Temporary / Contingent
60004157,2016-09-23,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-05-15,761175,EAS Production,PR,unknown,,
60004158,2016-09-26,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-09-15,761175,EAS Production,PR,unknown,,
60004161,2016-10-03,30 Termination,D.-Comm-Holding,US-MI-Dearborn-CAS,2017-05-03,T5 End of intership,2017-04-28,219-Q001,Operations,,Male,1991-09-22,Intern/Student Program - Non Technical
60004182,2016-09-26,30 Termination,AH-S.CA-Inc.,US-MI-AH-South-CAS,2017-09-01,T5 End of intership,2017-08-31,205-P748,PES ABH Advanced Pur,,Male,1995-03-28,Intern/Student Program - Non Technical
60004187,2016-09-26,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-09-15,T5 End of intership,2017-08-31,12730,MV Gen Maint,,Male,1999-05-16,Intern/Student Program - Non Technical
60004190,2016-09-26,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-01-25,V0 Resignation unknown/Other,2017-01-23,54-4362,COM Recv / Frt / Dut,,Male,1996-06-27,Material Handler I
60004191,2016-09-26,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-09-06,V0 Resignation unknown/Other,2017-08-30,54-1202,Prodn Line Cost Coll,,Male,1997-10-23,Manufacturing Associate I
60004193,2016-09-26,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-07-21,V3 Accepted other employment,2017-07-07,54-4362,COM Recv / Frt / Dut,,Male,1974-02-12,Material Handler I
60004195,2016-09-26,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-03-07,I5 Excessive absenteeism,2017-03-03,54-1202,Prodn Line Cost Coll,,Female,1960-06-16,Manufacturing Associate I
60004197,2016-09-21,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,2017-03-30,1862177,PRODUCTION ADMIN,PR,unknown,,Temporary / Contingent
60004200,2017-05-24,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,2017-06-20,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60004212,2016-09-07,32 Termination external,Barnsville,US-GA-Barnsville-CTNA Aldora,,V0 Resignation unknown/Other,2017-04-25,18390,AD Direct Cabling,PR,unknown,1980-01-01,Temporary / Contingent
60004218,2016-09-26,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-03-15,V5 Job abandonment,2017-03-13,12240,MV Pass/LT Curing,,Male,1994-07-17,Press Operator MVN-212
60004220,2016-09-26,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-02-28,I4 Failed probation period,2017-02-27,12170,MV Tire Assembly PLT,,Male,1993-01-26,Tire Builder Operator MVN-222
60004221,2016-09-26,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-03-28,V3 Accepted other employment,2017-03-24,22060,MV CF Tire Assem PLT,,Male,1991-03-27,Truck Driver MVN-203
60004222,2016-09-26,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-02-14,V3 Accepted other employment,2017-02-12,12170,MV Tire Assembly PLT,,Male,1995-01-24,Tire Builder Operator MVN-222
60004223,2016-09-26,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-08-08,V3 Accepted other employment,2017-07-31,22060,MV CF Tire Assem PLT,,Male,1960-11-03,Truck Driver MVN-203
60004226,2016-09-27,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-10-01,161162,MK25e Valves - SG,OP,unknown,,Temporary / Contingent
60004227,2016-09-28,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,2017-04-09,12270,MV Truck F.F.,PR,Male,1955-03-21,
60004229,2016-09-23,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,2017-04-05,2301203030,BM Machine&Proctect,OP,unknown,1990-01-01,Temporary / Contingent
60004236,2016-10-10,30 Termination,Fort Mill-CVT,US-SC-Fort Mill-CTNA Prod,2017-06-23,I3 Performance,2017-06-23,99637,HQ IT Local Operatio,,Female,1991-10-31,IT Technician III
60004240,2016-10-03,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,2017-01-28,2301203050,EBA2 Crush ring ass.,GA,Male,1990-01-01,Temporary / Contingent
60004249,2016-09-21,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-03-27,54-1202,Prodn Line Cost Coll,PR,unknown,,Temporary / Contingent
60004250,2016-09-21,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-01-25,54-1202,Prodn Line Cost Coll,PR,unknown,,Temporary / Contingent
60004251,2016-09-21,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-02-08,54-1202,Prodn Line Cost Coll,PR,unknown,,Temporary / Contingent
60004256,2017-03-14,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-04-26,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60004257,2017-05-31,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-06-04,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60004260,2016-09-21,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-09-16,54-0700,Bldg/Facility COMMON,FM,unknown,,Temporary / Contingent
60004261,2016-09-21,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-01-25,54-0700,Bldg/Facility COMMON,FM,unknown,,Temporary / Contingent
60004262,2016-09-21,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-05-30,54-0700,Bldg/Facility COMMON,FM,unknown,,Temporary / Contingent
60004264,2016-10-10,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,2017-07-05,T5 End of intership,2017-06-28,564451,Legal - AHN,,Male,1985-08-20,Intern/Student Program - Non Technical
60004265,2016-09-15,30 Termination,San Jose CITS,US-CA-San Jose-CITS,2017-03-01,T5 End of intership,2017-02-28,SW-6000,ITS R&D,,Male,1991-12-26,Intern/Student Program - Technical
60004266,2016-09-30,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,2017-05-29,12250,MV Pass/LT F.F.,PR,Male,1971-02-07,
60004267,2017-02-01,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,I2 Disciplinary action,2017-08-21,12570,MV Shipping and Whse,,Male,1964-06-13,
60004281,2016-09-14,32 Termination external,Barnsville,US-GA-Barnsville-CTNA Aldora,,V0 Resignation unknown/Other,2017-03-20,18390,AD Direct Cabling,,Male,1970-01-01,Temporary / Contingent
60004285,2016-10-24,30 Termination,Troy CA,US-MI-Troy-CAS Inc.,2017-05-08,T5 End of intership,2017-05-04,205-T200,OES FG&A,,Female,1991-09-19,Intern/Student Program - Non Technical
60004287,2016-09-12,32 Termination external,Barnsville,US-GA-Barnsville-CTNA Aldora,,V0 Resignation unknown/Other,2017-02-26,18390,AD Direct Cabling,,Female,1983-05-14,Temporary / Contingent
60004291,2017-03-27,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,2017-06-24,1862177,PRODUCTION ADMIN,,unknown,,
60004294,2016-09-26,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,2017-01-05,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60004296,2017-01-09,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,2017-08-11,I5 Excessive absenteeism,2017-08-09,1862177,PRODUCTION ADMIN,,Male,1990-01-16,Plating Operator
