Auto req ID,Country,Continental Location,Division,Cost Center,Job Title,Business Unit,Internal Position Title,Salary Classification,Salary Type,Current Req Status,Recruiter GID,ePR Approved,Date Open,Written Offer Accepted,Days On Hold,Days Open,Date Closed,Date Canceled,Started/Hired,No. of Positions,Positions Remaining,Original,Job Type,Date on Hold,Date Req Posted,Salary classification for internal posting
52830BR,US,Santa Barbara,Chassis & Safety,222­4000,Lead Staff Systems Engineer,Advanced Driver Assistance Systems (ADAS),Lead Staff Systems Engineer,11,Fix,Closed,-90370132,2016-11-29,2016-11-29,2017-02-06,,69,2017-02-06,,2017-02-06,1,0,Internal,Position with experience,,2017-01-30 00:00:00,11
52843BR,US,Dearborn,Powertrain,219­Q007,Systems Engineering Manager - Hybrid Electric Vehicles,Hybrid Electric Vehicles (HEV),Systems Engineering Manager,12,Fix,Closed,-90199971,2016-11-30,2016-11-30,2017-01-05,46.0,36,2017-02-20,,2017-02-20,1,0,External,Position with experience,2017-02-03,2016-11-30 00:00:00,12 potential for 11
52870BR,US,Rochester Hills,ContiTech,860801400,Sr. Quality Service Engineer,Mobile Fluid Systems,Sr. Quality Service Engineer,Grade 10­11,Fix,Closed,-90279580,2016-11-30,2016-12-09,2017-01-05,35.0,27,2017-02-06,,2017-02-06,1,0,External,Position with experience,2017-01-24,2016-12-09 00:00:00,
52882BR,US,Newport News,Powertrain,214­288,SCM Analyst,Engine Systems,Customer Analyst,10,Fix,Closed,-90161893,2016-11-30,2016-11-30,2017-01-30,0.0,82,2017-02-20,,2017-02-20,1,0,External,Position with experience,2017-02-16,2016-12-05 00:00:00,2017-09-10 00:00:00
52916BR,US,Norfolk,ContiTech,150255,Supervisor ­ Banbury,Mobile Fluid Systems,Supervsior ­ Banbury,9,Fix,Closed,-90324041,2016-11-21,2016-11-30,2017-02-07,,69,2017-02-07,,2017-02-07,1,0,Internal,Position with experience,,2016-12-01 00:00:00,10
52920BR,US,Santa Barbara,Chassis & Safety,222­4000,Electro­Optics Engineer,Advanced Driver Assistance Systems (ADAS),Electro­Optics Engineer,2017-09-10 00:00:00,Fix,Closed,-90370132,2016-11-30,2016-12-06,2017-04-13,57.0,71,2017-04-13,,2017-04-13,1,0,External,Position with experience,2017-02-15,2016-12-06 00:00:00,9
52926BR,US,Auburn Hills North,Chassis & Safety,2264501,Quality Manager in Projects (ADAS),Advanced Driver Assistance Systems (ADAS),Quality Manager in Projects,New hire covering replacement of contracted help in CY2016,Fix,Closed,-90279580,2016-11-30,2016-12-01,2017-02-06,14.0,99,2017-03-24,,2017-02-06,1,0,External,Position with experience,2017-03-10,2016-12-01 00:00:00,'9/10
52934BR,US,Auburn Hills South,Automotive Divisions Central Functions,205­A113,Facilities Mailroom Clerk,Automotive Divisions Central Functions,Facilities Mailroom Clerk ­ ABHS,2017-06-07 00:00:00,Fix,Closed,-90352286,2016-11-30,2016-12-12,2017-04-10,,142,2017-05-03,,2017-05-03,1,0,External,Position with experience,,2016-12-12 00:00:00,2017-06-07 00:00:00
52935BR,US,Uvalde,Tires,99511,Automotive Technican Supervisor,PLT Repl. The Americas,Automotive Technician Supervisor,9,Fix,Closed,-90011165,2016-11-30,2016-12-02,2016-12-14,,51,2017-01-22,,2017-01-22,1,0,Internal,Position with experience,,2016-12-02 00:00:00,-grade 9
52942BR,US,Auburn Hills North,Chassis & Safety,2264204,Project Manager ADAS Ford,Advanced Driver Assistance Systems (ADAS),Project Manager ADAS,12,Fix,Closed,-90008357,2016-11-30,2016-12-01,2017-01-05,,71,2017-02-10,,2017-02-10,1,0,Internal,Position with experience,,2016-12-01 00:00:00,'12
52952BR,US,Marysville,ContiTech,121650,Maintenance Planner,Conveyor Belt Group (CBG),Maintenance Planner,Exempt,Fix,Closed,-90326521,2016-12-01,2016-12-05,2017-02-09,,91,2017-03-06,,2017-03-06,1,0,External,Position with experience,,2016-12-05 00:00:00,Exempt
52955BR,US,Marysville,ContiTech,121650,Electrical Engineering Technician,Conveyor Belt Group (CBG),Electrical Engineering Technicial,Exempt,Fix,Closed,-90326521,2016-12-01,2016-12-05,2017-06-16,,193,2017-06-16,,2017-06-16,1,0,External,Position with experience,,2016-12-05 00:00:00,Exempt
52965BR,US,Auburn Hills South,Automotive Divisions Central Functions,205­A165,Employer Branding and Intern Recruitment Internship,Automotive Divisions Central Functions,Employer Branding and Recruiting Intern,Intern,Fix,Closed,-90164995,2016-12-01,2016-12-01,2017-01-03,,54,2017-01-24,,2017-01-24,1,0,External,Internship,,2016-12-01 00:00:00,
52966BR,US,Charlotte/Fort Mill,Tires,99159,Commercial Specialty Tire Territory Sales Manager NM CO UT WY ID MT,CVT,CST RE TTSM,2017-10-11 00:00:00,Fix,Closed,-90209353,2016-12-01,2016-12-02,2017-01-09,,38,2017-01-09,,2017-01-09,1,0,External,Position with experience,,2016-12-02 00:00:00,2017-10-11 00:00:00
52972BR,US,Troy,Interior,205­T500,OES Sales & Business Development Manager,Commercial Vehicles & Aftermarket (CV&AM),OES Sales & Business Development Manager,EXEMPT,Fix,Closed,-90279580,2016-12-01,2016-12-13,2017-03-28,45.0,105,2017-05-05,,2017-05-05,1,0,Internal,Position with experience,2017-03-28,2016-12-13 00:00:00,
52991BR,US,Salt Lake City,Tires,99154,Territory Sales Manager,CVT,Territory Sales Manager,10,Fix,Closed,-90209353,2016-12-01,2016-12-05,2017-04-13,,155,2017-05-09,,2017-05-09,1,0,External,Position with experience,,2017-02-23 00:00:00,10
52992BR,US,Charlotte/Fort Mill,Tires,99150,"Sr. Product Manager, Truck Tires - New Tires",Others,SENIOR PRODUCT MANAGER TT – NEW TIRES,12,Fix,Closed,-90209353,2016-12-01,2016-12-01,2017-01-20,,50,2017-01-20,,2017-01-20,1,0,Internal,Position with experience,,2016-12-01 00:00:00,12
52994BR,US,Newport News,Powertrain,214288,Shipping / Receiving Superintendent ,Engine Systems,Shipping / Receiving Superintendent (Physical Distribution Manager),2017-11-12 00:00:00,Fix,Closed,(uid40745),,2016-12-01,2016-12-12,,33,2017-01-03,,2017-01-03,1,0,External,Position with experience,,2016-12-01 00:00:00,Grade 11 / 12
52997BR,US,Marysville,ContiTech,121650,Electrical Engineer,Conveyor Belt Group (CBG),Electrical Engineer,Exempt,Fix,Closed,-90326521,2016-12-01,2016-12-05,2017-01-23,,53,2017-01-27,,2017-01-27,1,0,External,Position with experience,,2016-12-05 00:00:00,
52999BR,US,Somersworth,ContiTech,2301202020,FE Vulcanization Operator,Mobile Fluid Systems,FE Vulcanization Operator (Convert Brett Plickert),TH101,Variable,Closed,-90287554,2016-12-01,2016-12-01,2016-12-13,,36,2017-01-06,,2017-01-06,1,0,Internal,Position with experience,,2016-12-01 00:00:00,Hourly
53001BR,US,Somersworth,ContiTech,2301202020,FE Vulcanization Operator,Mobile Fluid Systems,FE Vulcanization Operator (Convert Chris Robidas),TH101,Variable,Closed,-90287554,2016-12-01,2016-12-01,2016-12-13,,36,2017-01-06,,2017-01-06,1,0,External,Position with experience,,2016-12-01 00:00:00,Hourly
53004BR,US,Somersworth,ContiTech,2301202030,FE Material Prep Operator,Mobile Fluid Systems,FE Material Prep. Operator (Convert David Edgar),TH101,Variable,Closed,-90287554,2016-12-01,2016-12-01,2016-12-13,,36,2017-01-06,,2017-01-06,1,0,External,Position with experience,,2016-12-01 00:00:00,Hourly
53014BR,US,Seguin,Automotive Divisions Central Functions,54­3300,Quality Engineer,Automotive Divisions Central Functions,Quality Engineer,10,Fix,Closed,-90285119,2016-12-01,2016-12-14,2017-05-01,41.0,141,2017-06-14,,2017-06-14,1,0,External,Position with experience,2017-05-25,2016-12-14 00:00:00,Grade 9 /10 / 11
53015BR,US,Seguin,Automotive Divisions Central Functions,54­3300,Quality Engineer,Automotive Divisions Central Functions,Quality Engineer,10,Fix,Closed,-90285119,2016-12-01,2016-12-14,2017-02-12,0.0,99,2017-03-23,,2017-03-23,1,0,External,Position with experience,2017-03-22,2016-12-14 00:00:00,Grade 9 / 10
53023BR,US,Charlotte/Fort Mill,Tires,99154,Territory Sales Manager - Washington,Sales,Territory Sales Manager,10,Fix,Closed,-90209353,2016-12-02,2016-12-05,2017-01-13,,63,2017-02-06,,2017-02-06,1,0,External,Position with experience,,2016-12-05 00:00:00,10
53027BR,US,Charlotte/Fort Mill,Tires,99617,Risk paralegal I,Central Divisional Functions,Risk Paralegal I,Non­exempt,Fix,Closed,-90352286,2016-12-02,2016-12-06,2017-01-11,,62,2017-02-06,,2017-02-06,1,0,External,Position with experience,,2016-12-06 00:00:00,SG9
53062BR,US,Seguin,Powertrain,54­3520,Wire Bond Process Engineer,Sensors & Actuators,Wire Bond Process Engineer,10,Fix,Closed,-90285119,2016-12-02,2016-12-14,2017-03-11,44.0,98,2017-05-05,,2017-05-05,1,0,External,Position with experience,2017-04-18,2016-12-14 00:00:00,Grade 10 / 11
53068BR,US,Deer Park,Powertrain,57­8128,Engineering Manager,Sensors & Actuators,Engineering Manager,,Fix,Closed,-90305685,2016-12-02,2016-12-20,2017-02-01,62.0,28,2017-03-06,,2017-03-06,1,0,Internal,Position with experience,2017-02-08,2016-12-25 00:00:00,12
53103BR,US,Mt. Vernon,Tires,12240,PLT Curing Supervisor,PLT Repl. The Americas,PLT Floor Supervisor Production Line,Salary Grade 9,Fix,Closed,-90159239,2016-12-02,2016-12-02,2017-03-03,,111,2017-03-23,,2017-03-23,1,0,Internal,Position with experience,,2016-12-02 00:00:00,9
53107BR,US,Mt. Vernon,Tires,12240,PLT Curing Lead Supervisor,PLT Repl. The Americas,PLT Curing Lead Supervisor,Salary Grade 11,Fix,Closed,-90159239,2016-12-02,2017-02-13,2017-02-13,,0,2017-02-13,,2017-02-13,1,0,External,,,00:00:00,
53108BR,US,Lincoln,ContiTech,113400,Warehouse Manager,Power Transmission Group (PTG),OE Warehouse Manager,E10,Fix,Closed,-90324350,2016-12-02,2016-12-05,2017-04-14,,130,2017-04-14,,2017-04-14,1,0,External,Position with experience,,2016-12-05 00:00:00,
53116BR,US,Morganton,Chassis & Safety,161398,Sr. Manager Plant Controller,Vehicle Dynamics (VED),Sr. Manager Plant Controller,SG 13,Fix,Closed,-90214139,2016-12-02,2016-12-05,2017-05-01,64.0,83,2017-05-01,,2017-05-01,1,0,Manual,Executive Position,2017-02-26,2016-12-05 00:00:00,SG 13
53117BR,US,Morganton,Chassis & Safety,161406,Customer Associate,Vehicle Dynamics (VED),Customer Associate,9,Fix,Closed,-90285119,2016-12-02,2016-12-05,2017-02-13,,107,2017-03-22,,2017-03-22,1,0,External,Position with experience,,2016-12-05 00:00:00,Grade 9
53125BR,US,Mt. Vernon,Tires,22060,PLT Passenger Tire Builder Plant 4,PLT Repl. The Americas,PLT Passenger Tire Builder Plant 4,Hourly,Variable,Closed,-90141983,2016-12-04,2017-01-11,2017-01-11,,0,2017-01-11,,2017-01-11,2,0,External,,,00:00:00,
53126BR,US,Mt. Vernon,Tires,12280,Truck Press Operator,Plant,Truck Press Operator (TPO),Hourly position,Variable,Closed,-90208578,2016-12-04,2017-02-08,2017-02-08,,0,2017-02-08,,2017-02-08,1,0,External,,,00:00:00,
53127BR,US,Mt. Vernon,Tires,12570,Warehouse Bundler Operator,PLT Repl. The Americas,Warehouse Bundler Operator,Hourly,Variable,Closed,-90141983,2016-12-04,2017-02-03,2017-02-08,,5,2017-02-08,,2017-02-08,1,0,External,,,00:00:00,
53129BR,US,Mt. Vernon,Tires,12260,Truck Press Operator,CVT,Truck Press Operator (TPO),Hourly position,Variable,Closed,-90208578,2016-12-04,2017-01-18,2017-02-08,,21,2017-02-08,,2017-02-08,2,0,External,,,00:00:00,
53129BR,US,Mt. Vernon,Tires,12260,Truck Press Operator,CVT,Truck Press Operator (TPO),Hourly position,Variable,Closed,-90208578,2016-12-04,2017-01-18,2017-02-08,,21,2017-02-08,,2017-02-08,2,0,Internal,,,00:00:00,
53130BR,US,Mt. Vernon,Tires,12170,PLT Tire Assembly Set ­Up Tech - Old Hall,PLT Repl. The Americas,PLT Tire Assembly Set­Up Tech,Salary Grade 8,Variable,Closed,-90159239,2016-12-04,2016-12-05,2017-03-23,,108,2017-03-23,,2017-03-23,1,0,External,Position with experience,,2016-12-05 00:00:00,8
53131BR,US,Mt. Vernon,Tires,22060,PLT Passenger Tire Builder Plant 4,PLT Repl. The Americas,PLT Passenger Tire Builder Plant 4,Hourly,Variable,Closed,-90141983,2016-12-04,2017-01-11,2017-02-08,,0,2017-02-08,,2017-02-08,2,0,External,Manufacturing,,00:00:00,hourly
53131BR,US,Mt. Vernon,Tires,22060,PLT Passenger Tire Builder Plant 4,PLT Repl. The Americas,PLT Passenger Tire Builder Plant 4,Hourly,Variable,Closed,-90141983,2016-12-04,2017-01-11,2017-01-11,,0,2017-02-08,,2017-01-11,2,0,External,Manufacturing,,00:00:00,hourly
53133BR,US,Mt. Vernon,Tires,12280,Truck Press Operator,CVT,Truck Press Operator (TPO),Hourly position,Variable,Closed,-90208578,2016-12-04,2017-02-03,2017-02-08,,5,2017-02-08,,2017-02-08,2,0,External,,,00:00:00,
53134BR,US,Mt. Vernon,Tires,12730,Hourly Maintenance Apprentice - 302,Plant,Maintenance Apprentice,Apprentices,Variable,Closed,-90159239,2016-12-04,2017-05-25,2017-06-01,,7,2017-06-01,,2017-06-01,1,0,External,Position without experience,,00:00:00,Hourly
53146BR,US,Auburn Hills- Harmon Rd,ContiTech,99932,CBS Lean Mentor,Others,CBS Lean Mentor,12,Fix,Closed,-90279580,2016-12-05,2017-01-03,2017-01-27,56.0,24,2017-03-02,,2017-03-02,1,0,Internal,Position with experience,2017-01-27,2017-01-03 00:00:00,12
53149BR,US,Mt. Vernon,Tires,12050,CVT Extruding Supervisor,CVT,CVT Processing Line Supervisor,9,Fix,Closed,-90159239,2016-12-05,2016-12-05,2017-02-13,,70,2017-02-13,,2017-02-13,1,0,External,Position with experience,,2016-12-05 00:00:00,9
53161BR,US,Sumter,Tires,70630,Leader Calendering and Cutting,PLT Repl. The Americas,Calendering/Cutting Leader 2016 (R),SG11,Fix,Closed,-90195018,2016-12-05,2016-12-06,2017-02-16,,72,2017-02-16,,2017-02-16,1,0,External,Position with experience,,2016-12-06 00:00:00,11
53164BR,US,Mt. Vernon,Tires,12820,Environmental Services Manager,PLT Repl. The Americas,Environmental Services Manager (Sr ESH Specialist),11,Fix,Closed,-90159239,2016-12-05,2016-12-05,2017-01-06,,32,2017-01-06,,2017-01-06,1,0,Internal,Position with experience,,2016-12-05 00:00:00,11
53174BR,US,Mt. Vernon,Tires,12520,PLT Sequencer,PLT Repl. The Americas,PLT Sequencer,Salary Grade 8,Fix,Closed,-90159239,2016-12-05,2016-12-05,2017-02-13,,70,2017-02-13,,2017-02-13,1,0,External,Position with experience,,2016-12-05 00:00:00,8
53207BR,US,Lincoln,ContiTech,113150,Coop ­ Mechanical Engineering,Power Transmission Group (PTG),Coop ­ Quality Engineering,Non­Exempt,Fix,Closed,-90324350,2016-12-05,2016-12-07,2017-03-24,,107,2017-03-24,,2017-03-24,1,0,External,Working Student,,2016-12-07 00:00:00,
53208BR,US,Lincoln,ContiTech,113650,Coop ­ Mechanical Engineering,Power Transmission Group (PTG),Coop ­ Mechanical Engineering,Non­Exempt,Fix,Closed,-90324350,2016-12-05,2016-12-07,2017-06-07,,182,2017-06-07,,2017-06-07,1,0,External,Working Student,,2016-12-07 00:00:00,
53209BR,US,Seguin,Automotive Divisions Central Functions,54­1132,Kaizen Technician,Automotive Divisions Central Functions,Kaizen Technician,7,Variable,Closed,-90285119,2016-11-15,2016-12-06,2017-03-22,15.0,106,2017-04-06,,2017-04-06,1,0,Internal,Manufacturing,2017-04-06,2016-12-07 00:00:00,2017-06-07 00:00:00
53216BR,US,Morganton,Chassis & Safety,161158,Maintenance Technician - (3rd Shift - Site 1 - Valves),Vehicle Dynamics (VED),Production Maintenance Technician,nonexempt,Variable,Closed,-90285119,2016-11-28,2017-01-05,2017-05-11,4.0,141,2017-05-30,,2017-05-30,1,0,External,Position with experience,2017-05-26,2017-03-07 00:00:00,Grade 6
53217BR,US,Morganton,Chassis & Safety,161166,Maintenance Technician - (3rd shift - Site 1 - Valves),Vehicle Dynamics (VED),Valves ­  Maintenance Technician,nonexempt,Variable,Closed,-90373646,2016-11-28,2017-01-05,2017-04-25,10.0,138,2017-06-02,,2017-05-23,1,0,External,Position with experience,2017-05-26,2017-03-07 00:00:00,Grade 6
53241BR,US,Sumter,Tires,70600,Shift Superintendent,PLT Repl. The Americas,Production Superintendent 2016 (R),SG11,Fix,Closed,-90195018,2016-12-06,2016-12-06,2017-02-04,,64,2017-02-08,,2017-02-08,1,0,External,Position with experience,,2016-12-06 00:00:00,2017-10-11 00:00:00
53252BR,US,Auburn Hills North,Automotive Divisions Central Functions,564524,Supervisor Customer Quality,Automotive Divisions Central Functions,FCA Supervisor Customer Quality,11,Fix,Closed,-90305685,2016-12-06,2016-12-06,2017-02-10,15.0,75,2017-03-06,,2017-03-06,1,0,Internal,Position with experience,2017-02-28,2016-12-06 00:00:00,2017-10-11 00:00:00
53271BR,US,Auburn Hills North,Automotive Divisions Central Functions,564450,Program Manager Lean HR Operations,Automotive Divisions Central Functions,Programm Manager Lean HR Operations,Executive,Fix,Closed,-90008288,2016-12-06,2017-01-03,2017-03-27,,83,2017-03-27,,2017-03-27,1,0,Internal,Position with experience,,2017-01-03 00:00:00,13
53290BR,US,Auburn Hills South,Powertrain,205­P632,"Head of Fuel and Exhaust Management BU, Segment Americas",Fuel & Exhaust Management (FEM),"Head of Fuel and Exhaust Management BU, Segment Americas",14,Fix,Closed,-90006487,2016-12-07,2016-12-07,2017-02-08,0.0,84,2017-03-01,,2017-03-01,1,0,Internal,Position with experience,2017-03-01,2016-12-07 00:00:00,14
53291BR,US,Santa Barbara,Chassis & Safety,222­4000,Test & Validation Engineer (Sr.) for Advanced Drivers Assistance Syste,Advanced Driver Assistance Systems (ADAS),System Test Engineer (Sr.),2017-10-11 00:00:00,Fix,Closed,-90370132,2016-12-07,2016-12-07,2017-05-31,19.0,175,2017-06-19,,2017-06-19,1,0,External,Position with experience,2017-05-31,2017-03-07 00:00:00,Exempt
53344BR,US,Seguin,Interior,54­4360,Shipping Clerk 1,Central Functions,Shipping Clerk 1,6,Variable,Closed,-90285119,2016-12-06,2016-12-13,2017-02-12,,99,2017-03-22,,2017-03-22,3,0,External,Position with experience,,2017-01-06 00:00:00,Grade 6
53344BR,US,Seguin,Interior,54­4360,Shipping Clerk 1,Central Functions,Shipping Clerk 1,6,Variable,Closed,-90285119,2016-12-06,2016-12-13,2017-02-12,,99,2017-03-22,,2017-03-22,3,0,Internal,Position with experience,,2017-01-06 00:00:00,Grade 6
53366BR,US,Auburn Hills South,Powertrain,205­J117,Electrical Engineering Intern,Engine Systems,Electrical Engineer Intern,Intern,Fix,Closed,-90164995,2016-12-07,2017-01-19,2017-05-19,,144,2017-06-12,,2017-06-12,1,0,External,Internship,,2017-01-19 00:00:00,
53367BR,US,Seguin,Interior,54­3300,Supplier Quality Engineer,Central Functions,Supplier Quality Engineer,11,Fix,Closed,-90285119,2016-12-07,2016-12-19,2017-01-29,21.0,50,2017-02-28,,2017-02-20,1,0,External,Position with experience,2017-02-20,2017-01-06 00:00:00,
53408BR,US,Auburn Hills South,Powertrain,205­J115,Electrical Engineer - ECU,Engine Systems,Electrical Engineer,SG9/SG10,Fix,Closed,-90199971,2016-12-07,2016-12-16,2017-03-10,35.0,87,2017-04-17,,2017-04-17,1,0,External,Position with experience,2017-03-22,2016-12-21 00:00:00,
53415BR,US,Newport News,Powertrain,214­K066,Production Machinist,Engine Systems,Production Machinist,TBD,Variable,Closed,-90295758,2016-04-15,2017-02-08,2017-02-08,,0,2017-02-08,,2017-02-08,2,0,External,Manufacturing,,00:00:00,Hrly
53422BR,US,Seguin,Interior,54­4163,Inventory Conttrol/Lead Operator,Central Functions,Inventory Control/Lead Operator,7,Variable,Closed,-90285119,2016-12-06,2016-12-13,2017-02-06,,59,2017-02-10,,2017-02-06,1,0,Internal,Position with experience,,2016-12-13 00:00:00,Grade 7
53423BR,US,Charlotte/Fort Mill,Tires,99113,Sales Associate,PLT Repl. The Americas,Sales Associate,9,Fix,Closed,-90209353,2016-12-07,2017-02-08,2017-02-24,6.0,35,2017-03-21,,2017-03-20,1,0,External,Position with experience,2017-03-15,2017-02-08 00:00:00,9
53441BR,US,Auburn Hills South,Powertrain,205­P716,Account Manager - Engine Systems,Engine Systems,Account Manager,12,Fix,Closed,-90199971,2016-12-08,2016-12-08,2017-03-08,59.0,54,2017-03-31,,2017-03-08,1,0,Internal,Position with experience,2017-03-08,2016-12-08 00:00:00,
53464BR,US,Newport News,Powertrain,214­K058,New Product Launch Manager,Engine Systems,New Product Launch Manager,TBD,Fix,Closed,-90161893,2016-12-08,2017-04-12,2017-06-02,,51,2017-06-02,,2017-06-02,1,0,Internal,Position with experience,,2017-04-12 00:00:00,
53479BR,US,St. Marys,ContiTech,112852,Technical Assistant I,Conveyor Belt Group (CBG),Technical Assistant I,6,Variable,Closed,-90339946,2016-12-08,2016-12-09,2017-02-02,,62,2017-02-09,,2017-02-09,2,0,External,Position with experience,,2016-12-14 00:00:00,6
53483BR,US,St. Marys,ContiTech,112151,Production Area Manager,Conveyor Belt Group (CBG),Production Area Manager,Exempt,Variable,Closed,-90339946,2016-12-08,2016-12-09,2017-01-26,,62,2017-02-09,,2017-02-09,1,0,External,Position with experience,,2016-12-14 00:00:00,11
53490BR,US,Fairlawn,ContiTech,5450,"Northeast Region Sales Manager, ContiTech Aftermarket",Power Transmission Group (PTG),"Regional Sales Manager, Northeast Region ­ Replacement Products","Grade 12, 30000395 ­ Manager Sales ­ SIBP",Fix,Closed,-90326526,2016-12-08,2016-12-08,2017-02-22,,76,2017-02-22,,2017-02-22,1,0,Internal,Position with experience,,2016-12-08 00:00:00,12
53503BR,US,Charlotte/Fort Mill,ContiTech,5420,Territory Sales Manager,Others,Territory Sales Manager,11,Fix,Closed,-90326526,2016-12-08,2016-12-08,2017-03-02,26.0,90,2017-04-03,,2017-04-03,1,0,Internal,Position with experience,2017-03-08,2016-12-13 00:00:00,11
53515BR,US,Sumter,Tires,70300,Manufacturing Controlling Trainee,PLT Repl. The Americas,Manufacturing Controlling Trainee,for graduate,Fix,Closed,-90161893,2016-12-08,2017-02-16,2017-04-23,52.0,66,2017-04-23,,2017-04-23,1,0,External,Position with experience,2016-12-23,2017-02-16 00:00:00,Sg9
53518BR,US,Fairlawn,ContiTech,6650,AR Deduction Specialist,Others,Deduction Specialist,7,Variable,Closed,-90326526,2016-12-08,2016-12-12,2017-02-02,,80,2017-03-02,,2017-03-02,1,0,External,Position with experience,,2017-01-06 00:00:00,7
53526BR,US,Auburn Hills North,Chassis & Safety,2264333,Software Development Embedded Systems (HiL) Engineer,Advanced Driver Assistance Systems (ADAS),Software Development Embedded Systems (HiL) Engineer,10,Fix,Closed,-90279580,2016-12-09,2016-12-13,2017-04-13,18.0,108,2017-04-18,,2017-04-18,1,0,Internal,Position with experience,2017-04-13,2016-12-13 00:00:00,'10
53527BR,US,Auburn Hills North,Chassis & Safety,2264332,ADAS Algorithm Engineer,Advanced Driver Assistance Systems (ADAS),ADAS Algorithm Engineer,2011-09-10 00:00:00,Fix,Closed,-90279580,2016-12-09,2017-01-03,2017-03-29,55.0,85,2017-05-23,,2017-05-23,1,0,Referral,Position with experience,2017-05-04,2017-01-08 00:00:00,'9/10/11
53551BR,US,Charlotte/Fort Mill,Tires,99639,America's E­Commerce B2B Web Administrator,Central Divisional Functions,IT e­Commerce Associate­B2B Web,9­10,Fix,Closed,-90352286,2016-12-09,2016-12-12,2017-02-02,,52,2017-02-02,,2017-02-02,1,0,Internal,Position with experience,,2016-12-12 00:00:00,2017-09-10 00:00:00
53559BR,US,Lincoln,ContiTech,4708,Coop ­ R&D Engineering,Power Transmission Group (PTG),Coop ­ R&D Engineering,Non­Exempt,Fix,Closed,-90324350,2016-12-09,2016-12-18,2017-04-10,,113,2017-04-10,,2017-04-10,1,0,External,Working Student,,2016-12-18 00:00:00,
53592BR,US,Auburn Hills South,Powertrain,205­P749,Financial Analyst,Engine Systems,Financial Analyst,SG10,Fix,Closed,-90199971,2016-12-12,2016-12-16,2017-02-08,3.0,77,2017-03-06,,2017-03-06,1,0,External,Position with experience,2017-03-01,2016-12-16 00:00:00,2017-09-10 00:00:00
53630BR,US,Mt. Vernon,Tires,12030,Mixer Operator (MIX),CVT,Mixer Operator (MIX),Hourly,Variable,Closed,-90208578,2016-12-12,2017-01-11,2017-01-11,,0,2017-01-11,,2017-01-11,1,0,External,Manufacturing,,00:00:00,Hourly
53645BR,US,Mt. Vernon,Tires,12170,PLT Passenger General Trucker,PLT Repl. The Americas,PLT Passenger General Trucker,Hourly,Variable,Closed,-90141983,2016-12-12,2017-01-11,2017-01-11,,0,2017-01-11,,2017-01-11,1,0,Internal,,,00:00:00,
53647BR,US,Auburn Hills North,Chassis & Safety,164410,Senior Systems Safety Engineer,Vehicle Dynamics (VED),Senior Systems Safety Engineer,2017-10-11 00:00:00,Fix,Closed,-90279580,2016-12-12,2017-01-12,2017-03-03,55.0,50,2017-04-27,,2017-04-27,1,0,External,Position with experience,2017-04-13,2017-04-13 00:00:00,'10/11
53648BR,US,Mt. Vernon,Tires,22020,PLT Extruder Operator Plant 4,PLT Repl. The Americas,PLT Extruder Operator Plant 4,Hourly,Variable,Closed,-90141983,2016-12-12,2017-02-08,2017-02-08,,0,2017-02-08,,2017-02-08,1,0,External,,,00:00:00,
53651BR,US,Mt. Vernon,Tires,22070,PLT Curing Set-­Up Tech - New Hall,PLT Repl. The Americas,PLT Curing Set­Up Tech Plant 4,Salary Grade 8,Variable,Closed,-90159239,2016-12-12,2016-12-14,2017-02-01,,49,2017-02-01,,2017-02-01,1,0,External,Position with experience,,2017-01-03 00:00:00,8
53670BR,US,Newport News,Powertrain,214­K017,Maintenance Repair,Engine Systems,Maintenance Repair,TBD,Variable,Closed,-90295758,2016-02-29,2017-02-08,2017-02-08,,0,2017-02-08,,2017-02-08,1,0,External,Manufacturing,,00:00:00,Hrly
53677BR,US,Newport News,Powertrain,214­957,Production Associate,Engine Systems,Production Associate,TBD,Variable,Closed,-90295758,2016-05-03,2017-02-08,2017-02-08,,0,2017-02-08,,2017-02-08,1,0,External,Manufacturing,,00:00:00,Hrly
53679BR,US,Newport News,Powertrain,214­966,Production Associate,Engine Systems,Production Associate,TBD,Variable,Closed,-90295758,2016-05-08,2017-02-08,2017-02-08,,0,2017-02-08,,2017-02-08,1,0,External,Manufacturing,,00:00:00,Hrly
53680BR,US,Newport News,Powertrain,214­K066,Production Associate,Engine Systems,Production Associate,TBD,Variable,Closed,-90295758,2016-03-25,2017-02-08,2017-02-08,,0,2017-02-08,,2017-02-08,11,4,External,Manufacturing,,00:00:00,Hrly
53680BR,US,Newport News,Powertrain,214­K066,Production Associate,Engine Systems,Production Associate,TBD,Variable,Closed,-90295758,2016-03-25,2017-02-08,2017-02-08,,0,2017-02-08,,,11,4,External,Manufacturing,,00:00:00,Hrly
53684BR,US,Newport News,Powertrain,214­286,Production Associate,Engine Systems,Production Associate,TBD,Variable,Closed,-90295758,2016-05-03,2017-02-08,2017-02-08,,0,2017-02-08,,2017-02-08,4,1,External,Manufacturing,,00:00:00,Hrly
53687BR,US,Newport News,Powertrain,214­K061,Production Associate,Engine Systems,Production Associate,TBD,Variable,Closed,-90295758,2016-02-22,2017-02-08,2017-02-08,,0,2017-02-08,,2017-02-08,20,15,External,Manufacturing,,00:00:00,Hrly
